head	rel	tail
u-olilkogLmuKWp00F_8Au3g	REMINDED	r-ul01Q-9qF7RET-8KFwzi2A
r-zerZabI-xjJAbX5YhrbIdA	REMINDED	u-cz87n3GPzjPP29e5tgQryQ
r-2BxfL6wnJN9Xf5xJ1KUaGA	VISITED_ON	r-LBMH067jwhB6opyW1rpauA
u-K5nBbPNYMhFpTdcucG9a_g	GETTING_FROM	u-0LUt7xSvYgLpL0zBezI5QA
u-KBSFwLHntHwf0e28a94ckg	GETTING_FROM	r-rMlElxVn8D5ZYa6z6GSv6A
r-wiVDNBQB7rfNmsw347fPrA	PICKED	u-jfaz1aQqnkbtzQfQyCE8IA
r-T1w6btg74adejBN3f8Qnzg	GETTING_FROM	u-AayiOKLJ3u20zhOChF6RmA
u-x0bnLe4pwjnzhZQpb6oEFw	FINISH	r-zHVZSA81P6NTp08RNE_49g
u-HftGlY0aSWl0MYWY8JYCdg	CATAPULTS_TO	u-eeHkL577GLoekAV9TsTTkA
Shrimp_Pekoras	REMINDED	r-yB3NL2DHdNsx11kXeiXeSQ
r-jQsAIRCKCLSN5oT_Y24Dlw	CATAPULTS_TO	r-VKuxE-N_DJvmy9Vw2rTyCw
u-srT0GAsXM3d3GKF9WAcefg	FINISH	u-B0Xxo-DtDejGVHQccS1iiA
r-flG-dSjSm-PRwoqfuBtCDg	VISITED_ON	r-JckCEB5nmwsYAe8_0lhtCA
r-pKuPqOXP57JiSNU_gFGoIQ	VISITED_ON	u-l5_g5z9eOeXEMhA2x2lIog
u-Rwf75p0aGZQ6P1FndkDjfA	FINISH	r-4pUquqyJCjEylCKwuk_DBA
r-286WxNrQsUg32J9OJrxYBw	REMINDED	r-wcMkrLqszsCwEx40XQK3IA
u-XgmEAWKBxlQ3vetV5ZXeow	SERVED_ON	Medu_Wada
r-5HyELc_X-Qkv6Poz2-GjNw	FINISH	u-Zj-mjHHSliTJqv9a3WiXIg
Egg	GETTING_FROM	u-AOvL-UrNpwqxf9zBJ4mN_w
Porridge	PICKED	u-U5YQX_vMl_xQy8EQDqlNQQ
u-nXMMoDzXRByQiWH9cf-FAQ	VISITED_ON	Payasam
r-3TgtF4SvYdchMA39otX34w	REMINDED	Cupcakes
Pickle	FINISH	Beef_Korma
r-W9Oob2tebE8xjwekydJVkg	VISITED_ON	u-4OY8QfPV1LR3ggNN4P51OA
r-PJfbShr7enx_znx_n5fEpg	WENT_TO	Terrific
u-x8GuHHp7EJylrrq9HqL0fA	REMINDED	b-LZWXP-D4YPlzsFjVx6b9XA
r-EmIYTJjbcuBADjrxyicTUQ	FINISH	r-m0KAC8u-OBCWrnYnIw7cxA
r-lQgfjCcr6Fb5b0ZVXHt4Gg	FINISH	r-1r1twrfU62UacblmOo370w
r-kIVdLB56Q7caOLV_RR0pFQ	LOOKED_LIKE	u-QEyj98qQ_cM4YbIWeKcSfA
u-7hR-v0xxQaClIDrqxgjjvA	VISITED_ON	r-IsX2uIp6D1fpI5jQ6nv7RQ
r-SulFxqmf801hkkR7Wh0JQQ	GETTING_FROM	r-v3iBePMr1cUvWY7lKlQUHA
u-AvC5XQAElcGAAn_Wr5auEg	LOOKED_LIKE	u-Ri3cu8XTnyA83pyJrzTMvw
u-eeHkL577GLoekAV9TsTTkA	PICKED	u-43gQxtscCBxJGcYfnBIPuw
u-gV9Y1fHKqnMRExRErIvFag	GETTING_FROM	r-GQXZ_jZTd1Qwdj7opaYQyQ
r-ZvNtXwWuZ0vmT9_wxrii_w	FINISH	r-_tfsgEamDnOY5gguupEsXg
u-ZEA8vnoxMa016XzoDMyEDQ	FINISH	r-npKzD0LFJFe88_cQfTvWeQ
r-N32YSp77MnwBMzhjrVUDSg	REMEMBER_FROM	r-L5z7MtdpG4ZzARlUu6Ndjw
r-TmqsUBML-MynjuG9IFMSOw	VISITED_ON	u-l5_g5z9eOeXEMhA2x2lIog
u-KwftRs5ROdD5vpfHq98m5Q	GETTING_FROM	u-eSqCqWxdazlz9KGlNC7g_g
r-zerZabI-xjJAbX5YhrbIdA	PICKED	u-hr-ZynlC46UuZ5_mZPe2Ng
r-zNpJqt1ZNH-tQgOodgBDEA	VISITED_ON	r-0-stf0NJOCI4SvVG86gqYQ
r-IsX2uIp6D1fpI5jQ6nv7RQ	REMINDED	u-d-0GH8rqF3Mjih3jSuWqjg
r-LooWnLTEx-av_wT5QAmRyQ	FINISH	r-Yef8aWXGM4M4a_WrkVO1Kw
u-HftGlY0aSWl0MYWY8JYCdg	CATAPULTS_TO	r-v3iBePMr1cUvWY7lKlQUHA
r-L5z7MtdpG4ZzARlUu6Ndjw	DROVE_FROM	u-SuD01Q2izoPoI8-Xdv98yA
r-kIVdLB56Q7caOLV_RR0pFQ	REMINDED	r-0SQUnQtAYOpSquyCJZEwiQ
r-9Z3GwYwvQml-ta18H2sBsg	VISITED_ON	Dirty
r-7ryDYfG9ZcBOONb-jEaXhA	FINISH	r-Xd9kDH_M7lLZcio31JR_yg
Lentils	VISITED_ON	Medu_Wada
r-SbGOdNwIh0zpcZL_5Umh9w	VISITED_ON	r-XtMXDKsDQZlOVhxwOxTCBg
u-Aw6jIheWC5vO5B08B-dZJQ	GETTING_FROM	u-Rg0sroYoSGcPh98VTuNwYA
r-oXF25LCIUv8sJnwrsJyKsg	REMEMBER_FROM	u-xneOtZp6CfskRuBEy3hIXw
r-W6o8RpD3xWp3jyichG9Rvw	VISITED_ON	Buffets
r-PrRftBgaDuPFP59qQAtzFA	VISITED_ON	Porridge
Roti	DROVE_FROM	r-nomrNdSKNkGKPE6SBFz5_g
r-nWULDQaeQQYo6meLdQHjDg	REMINDED	u-gA28fpJ1QBdGGYtETI9ajg
Bars	GETTING_FROM	r-IsX2uIp6D1fpI5jQ6nv7RQ
u-YXB5TW8nhk3HtrVQx1ltyQ	GETTING_FROM	u-4lvyTtfuz4a1NuOwH22jMA
u-tr5sQMcgTNvXN_MsmyThaw	GETTING_FROM	r-F6px98jQBMDSWkFyMjptQw
u-mRv0t_dmwWZzm0-gFBnRlA	REMINDED	r-npKzD0LFJFe88_cQfTvWeQ
u-pmeGrUv6S22pf38FTRYCzg	CONVINCED_WITH	u-MtEFndVMz8Fy6Zi9unRjbQ
u-Ht14IxSbuoK_mHppKdmN0w	GETTING_FROM	Lamb_Shank
Chicken_Breast	VISITED_ON	u-7jL3l2fLoMIYPCBqhByagw
r-CjMM4wPcF7omQS5OJ90j9w	VISITED_ON	r-buUZ8lssJrqB6TzyHNSlvQ
Unreal	REMEMBER_FROM	u-e0AUdCu-jeOkLImiEzlTDg
Gobi_Paratha	GETTING_FROM	u-Rg0sroYoSGcPh98VTuNwYA
r-hlozXx90oQKsrpenY9Aqug	GETTING_FROM	Meetha_Paan
Combo_Platter	REMEMBER_FROM	u-MrSiwcX3gKm3kaXzgZq0pA
r-AJ0EzytJ-AyuttaSBp2n-A	FINISH	u-E8t5h3qFecOVmrEMgoQVfg
u-7jL3l2fLoMIYPCBqhByagw	CONVINCED_WITH	r-7qzyu_WsvrDkk26V-Eq0Ig
u-72binVGkuOlQ5VAF7fgeYA	PICKED	r-zzwsSt9LRt5mz357670Zig
u-Z2dm8tS48n2jM8adDiLwiA	GETTING_FROM	r-16EquhLtluC7UeZRWdxjiA
r-XOcuTk4Muvv30c9r0IVZXg	GETTING_FROM	r-nWULDQaeQQYo6meLdQHjDg
u-K5nBbPNYMhFpTdcucG9a_g	FINISH	r-X9qFOGSNeP_BWB-znl2fkA
r-46GrMV8DVHOaFONU5AYHBw	DROVE_FROM	u--d2daWmftYumOaYpbD5D8Q
u-DsjZ32WGxgNLzABeePuoCw	REMEMBER_FROM	u-AI-cHKgAEdBDYFmV7AV29g
r-Q2eGO2M-T9JBGvPLpV1g-w	REMINDED	Ginger_Tea
u-X12ACTgVYCp9nkLVeq-59g	DROVE_FROM	u-ACxJcxfJyAiEqMvOlx1EYQ
r-EcaKzKCxLJkWylgk0Ast4w	DROVE_FROM	u-ACxJcxfJyAiEqMvOlx1EYQ
Payasam	REMINDED	u-p7twKFLssuOd5_QMJAmRYw
r-IuZeFCp_9H1F77Idj7EjRA	VISITED_ON	Porridge
r-wnHZKjrglm_65dFULTYNyg	REMINDED	u-6MxRI28jcyYK4DpU2ap7FA
u-h7jpFoGLgBtCUHpSt6QOrA	REMINDED	u-QnQ6NK3fxY4lQXOMT8Xf_g
u-2K50D1mnCCO1sLcsABEQlw	REMINDED	u-Xxvz5g67eaCr3emnkY5M6w
r-1WiLU9JXWsD6UWofZDyzLw	GETTING_FROM	u-8BJ4VEi11-XN8a-rqjo3Qg
Easy	GETTING_FROM	u-UAULEDfAO5LMZh5l4bIVJw
r-W77W48XgerisG1sOOJyL7A	CATAPULTS_TO	r-XrIGPT_Uy-8Y89E1XrbCQg
r-QgnqUjOMoMgpkcEI7X4rEA	VISITED_ON	u-0LUt7xSvYgLpL0zBezI5QA
u-74Z9QLvd1iAagpcHAbB6hg	VISITED_ON	r-VKuxE-N_DJvmy9Vw2rTyCw
r-BrXyvkXUR6zZSZ9aj9Du9w	FINISH	Super
r-kIVdLB56Q7caOLV_RR0pFQ	REMINDED	u-wXNQa8Er2PoumGvUotdeRg
u-Rg0sroYoSGcPh98VTuNwYA	REMINDED	u-L6-ax0dvzJZO7g5wwt9KJw
r-HLnwkuiI2qvJibjZAKpEkA	VISITED_ON	Egg_Rice
r-pB-eC9cvGuI-SqhLO625YQ	CHICKEN	r-VgUQazY0p6F9drCWZ0ho4A
r-VOl3Xvl--GjzkdvJ2Bd9Tg	PICKED	Chicken_Seekh_Wrap
r-c5aARPEb4N_FeLtKzqOJSw	FINISH	r-FVH7JxU031C2yBtVAcG-xQ
r-IsX2uIp6D1fpI5jQ6nv7RQ	REMINDED	u-J1maxb_SF5z6uEpS86HMbA
u-yBETnEBz6gPN84S0PMxPzw	VISITED_ON	u-pXZu2slCZS3BbFyG_UCG5Q
u-xneOtZp6CfskRuBEy3hIXw	DROVE_FROM	u-SuD01Q2izoPoI8-Xdv98yA
r-PbgNSPF01vi6lMUqZjXXGw	GETTING_FROM	Porridge
u-ABIvHzdgrrp-vPRo_X7YCQ	FINISH	r-4DdLxEly2dd0TkgrFy7zWg
r-6EU-ext16C2UQUswyKm5mQ	GETTING_FROM	r-oQJ5DlXgf5soaxwiCOf_mw
u-Rg0sroYoSGcPh98VTuNwYA	REMINDED	r-7C-iGu9gmbE5fa4_Uf6vfQ
r-AJ7mJQo9tl0G3dwQeCla3g	FINISH	Chicken_Tiki_Masala
r-F3nBjdkChJuP1j8EqUwveQ	FINISH	u-8IiPX3tSK9-bv4Ucr433Zw
r-AZQ21cTR4a4kc7hZZV_IEQ	LOOKED_LIKE	r-2HuNtQUKEDuNM4POH3cwRA
u-AvC5XQAElcGAAn_Wr5auEg	REMINDED	u-DqqPHnJlAne2don6FAJ8ww
u-0LUt7xSvYgLpL0zBezI5QA	REMINDED	u-_2w5OFh59pDWHPtQxwDuDw
u-B3B4FRlf85v7gEhTmfMihw	FINISH	u-9ewjafrcTBkercR1az1Sjg
u-Rg0sroYoSGcPh98VTuNwYA	REMINDED	r-t53ZIYNn-zUe6koiuZszTQ
Shrimp_Rolls	SERVED_ON	u-AayiOKLJ3u20zhOChF6RmA
r-286WxNrQsUg32J9OJrxYBw	REMINDED	Nirvana
r-ntFmKDtWLrL681RhsKEKGQ	FINISH	u-yg4mOksN3y2m8rhZl0iNiw
r-NArR6sp5zbM0VxpCGHnRnQ	GETTING_FROM	r-o7cYgVoPYaLrJV9au86F5A
r-2T2WRcX3E-5eobRfu3_xuw	SERVED_ON	u-5SAuwOC7FX6dnlmgts_EoA
r-csPmOCum83zGAi4FGlJerw	DROVE_FROM	r-4HUsvrISAQkRZHyPfo2t1g
r-buUZ8lssJrqB6TzyHNSlvQ	REMINDED	u-6gSIqISrFmTeBpEmYjf3Ag
r-1pVRE55hPVqhmgzyIQ3Jcw	VISITED_ON	u-eSqCqWxdazlz9KGlNC7g_g
Vegetable_Biryani	PICKED	u-XlJlUXOW96CYDphHojR3pw
r-cDDZyNkNz0xHh8NoNcnBmw	VISITED_ON	u-kmC8nIGdQeLUOBCgRDzS8g
u-JPmEINY29c9W9gwVPb0_PQ	REMEMBER_FROM	r-ThIu9DfhNcTsZYbFAmFB7g
u-7wAdctG3920KcBLSVXlZdQ	FINISH	u-D3ubzB6RdOiMwJ6JFIL2Zw
u-Rg0sroYoSGcPh98VTuNwYA	REMINDED	r-5BNmr6VFtFF5ZmPD2ovjTQ
u-6YJutjXMThrRwYxCni_5sA	VISITED_ON	u-2K50D1mnCCO1sLcsABEQlw
Noodles_Soup	GETTING_FROM	u-AOvL-UrNpwqxf9zBJ4mN_w
b-c4qE3ygdEQUD9dZjganavA	GETTING_FROM	r-JmaIRCVHRZZMkpacl6J2ng
r-J20PVSF4wzWzooQxSQklIQ	VISITED_ON	r-wiVDNBQB7rfNmsw347fPrA
u-WLOVYC94pVDf6JFSzSSKlg	VISITED_ON	r-Q2eGO2M-T9JBGvPLpV1g-w
r-qMXPW9dUvaoumWBZrFFE7w	LOOKED_LIKE	u-Ri3cu8XTnyA83pyJrzTMvw
Payasam	PICKED	u-dQm7mXUyHfKBmUj0aQMSnQ
r-Llp92VcflgCu5uMfThJZZQ	GETTING_FROM	u-UAULEDfAO5LMZh5l4bIVJw
r-1pvY3aBfl6bCQPHlCq5Lqg	SERVED_ON	r-zerZabI-xjJAbX5YhrbIdA
u-4zBHyaN_IQYJS23hgp55PA	GETTING_FROM	u-4OY8QfPV1LR3ggNN4P51OA
r-qJndmvSoQk-4i1yrhsRHgg	VISITED_ON	r-v3iBePMr1cUvWY7lKlQUHA
r-EZ09BHbNiDgXmjjnVIwO-w	FINISH	u-Sx5mok8jODu6g8s_jeLoVA
u-nN5gtZbZCtA60DYwMOXOeQ	GETTING_FROM	r-46GrMV8DVHOaFONU5AYHBw
Paneer_Chilli	CATAPULTS_TO	u-mRv0t_dmwWZzm0-gFBnRlA
r-ToJ33ZwBf4rv2Uo4zUo4Bg	FINISH	u-dwBPLpjJ95eM73_RyuL2tg
r-TmqsUBML-MynjuG9IFMSOw	FINISH	Shahi_Paneer
u-Fk3Io6ZVH0ExuUHd11jUnQ	CATAPULTS_TO	u-3zdB0SSrXIDIgsrOmhdUtQ
r-9DU_WgQM5d61_FAmWU04Ew	VISITED_ON	u-O0evs8847ecEkeFMEuK4PA
u-qB6k6ubk1B6SkJYOWbdhSw	VISITED_ON	u-S9F2a5MxI22ke1LX7JnIxg
r-buUZ8lssJrqB6TzyHNSlvQ	REMINDED	b-UaMq3DUhtkoZ5WCEQm2T9g
r-p9c_wP9rbDOJD_GwvrTDiQ	VISITED_ON	r-dkcgu0cstw04dC5Jva7RHw
u-AayiOKLJ3u20zhOChF6RmA	REMINDED	r-AuUDZooyaj-AR0C9FL-hZg
Shrimp_Pekoras	REMINDED	r-EuS1vKpe-dExk31xA-0Z2A
r-FzPeYaybc4ha2cwNTzZGKw	VISITED_ON	r-dkcgu0cstw04dC5Jva7RHw
Coconut_Chutney	FINISH	r-GJ4Qt8phZAW1AqXGvoVjcA
r-DPwjwJyAoZujwR5iuo7wJg	GETTING_FROM	r-rMlElxVn8D5ZYa6z6GSv6A
u-omMCW9cZNhmuue1sas2vFw	FINISH	Saag_Chicken
u-gZUVSBm-BWntWeQTYH04UQ	VISITED_ON	r-aFPjqclPBIiTkyW1bYAjOA
Dirty	PICKED	r-L5z7MtdpG4ZzARlUu6Ndjw
u-cPkxd2kmynEMTvLzEoGCvA	VISITED_ON	r-JckCEB5nmwsYAe8_0lhtCA
u-eSqCqWxdazlz9KGlNC7g_g	REMINDED	u-AEgYsg7EHi-Z6j8R3vd06w
u-vg0xfP02tul2MMl6q4Rj0w	VISITED_ON	u-h7jpFoGLgBtCUHpSt6QOrA
u-B9EvWRQZURj6VKeWUy4Tzw	CATAPULTS_TO	r-JckCEB5nmwsYAe8_0lhtCA
u-5SAuwOC7FX6dnlmgts_EoA	CONVINCED_WITH	Kebab_Karahi
r-FEfubmVb_RXD_ZZnTuPmsg	VISITED_ON	r-yYs7WnBMoZdYsKOM7DYpXg
u-jqp5BEMzEUIWTCt6pezS2Q	REMINDED	r-IfjXOFXJYuGXO42QKG4t9Q
r-Ix7wvjR3billhswq9LubZQ	FINISH	r-Q9bdqKjmN_Wb4hmAIZfo8Q
r-46GrMV8DVHOaFONU5AYHBw	PICKED	u-nszzLIrhrbJRDNOX0W50Fw
r-MoXEhTY2Ti9cYuqFetSPmg	GETTING_FROM	Lamb_Shank
Burgers	FINISH	r-tEg4YDURVR4c7XpnGcDdpg
u-1KJ_2hP6dDiCCOSUrx6i8Q	VISITED_ON	u-UAULEDfAO5LMZh5l4bIVJw
Dirty	LOOKED_LIKE	u-laaC_7aQ5mWm6BNSfHJ8fA
r-nf6Nwdpyvaw-kyD14P3LuQ	CATAPULTS_TO	u-tRmW0n2d_Q4c_TXqfUSINA
r-kbiNzHdbrcAFwJSEAZt8Zw	GETTING_FROM	u-AayiOKLJ3u20zhOChF6RmA
u-2CO_7FLwYQNPgvhtFHZHjA	FINISH	u-wSEekDs2imb19AjK_m4flQ
r-KWXLmFbYD4_4exOyCOISjg	FINISH	Chicken_Kebab_Dinner
British	FINISH	u-T1q-4gXtDivFbGrBfW2K8w
Egg_Rice	REMINDED	r-HhYaEwF6s7HRc_Kn-SPsng
u-x8GuHHp7EJylrrq9HqL0fA	REMINDED	u-jJZBOcorV8TQIZam4EUKQA
r-gxySo0jwOL_Uy6wi7grABA	REMEMBER_FROM	u-nszzLIrhrbJRDNOX0W50Fw
r-286WxNrQsUg32J9OJrxYBw	REMINDED	Paneer
u-Rg0sroYoSGcPh98VTuNwYA	LOOKED_LIKE	India
r-S6TuPGVuj7goBp_AB7wMOw	VISITED_ON	r-F6px98jQBMDSWkFyMjptQw
r-LclddwavTwdTwxCgSfmNGg	FINISH	r-Xvs9urZWQi4jjyxdOVxtOQ
u-xig3gl2cy1EdXKe8PfCuFA	GETTING_FROM	u-8BJ4VEi11-XN8a-rqjo3Qg
u-UAULEDfAO5LMZh5l4bIVJw	REMINDED	r-9yHD1XtsmpPAaad8baVahA
u-_XJkJkIOPJVsYU6vVmpt3A	GETTING_FROM	u-eSqCqWxdazlz9KGlNC7g_g
u-Fjk3fN9-X5Hd1n5-pwoO0w	FINISH	r-S-ynKCiXLGzgCZdSWV7r_w
r-Hb09_FIWLdMDpRBXeUHVuQ	DROVE_FROM	r-RC0TCm156bDm-M33GSnugA
u-Fantoh6E7ScHhZjY6Nzq_A	GETTING_FROM	u-7jL3l2fLoMIYPCBqhByagw
r-wnHZKjrglm_65dFULTYNyg	REMINDED	r-5xvWdGzd3bJVy2oY-Go0Zw
r-lQUf7mzR799d_n-Of3xz-Q	VISITED_ON	u-jqp5BEMzEUIWTCt6pezS2Q
u-FfC1-Xseyi-hNLNV9VQN7g	CATAPULTS_TO	u-8BJ4VEi11-XN8a-rqjo3Qg
u-5SAuwOC7FX6dnlmgts_EoA	PICKED	u-P7EV3yrn1PLHDBX6rF6qIg
r-zerZabI-xjJAbX5YhrbIdA	REMINDED	r-FhwKMOeRxwjblKzJpvcHhQ
r-nWULDQaeQQYo6meLdQHjDg	REMINDED	u-Eypq5gLLjCapBVVnMw_MyA
r-rlVAMQXX4H_diXQ5UPt6IA	REMINDED	u-G9cqGfbfkssqzv6e6rCIrg
u-wSdaPQyago-Ip1UQgxP_xg	FINISH	r-MER6pKHtQI-xiqQ798z6Rw
r-HOAoq0kJ_3Bye6TBuDg4ag	VISITED_ON	u-h7jpFoGLgBtCUHpSt6QOrA
r-xD3vq8qgZbDPD5hSUvtCfA	FINISH	u-O4Dim1eKErdBdKWUGpMxvQ
r-2Pek-eKGPGNRnbirKUfYvg	GETTING_FROM	u-72binVGkuOlQ5VAF7fgeYA
r-aFPjqclPBIiTkyW1bYAjOA	REMINDED	r-Zwo2SX7beAB6DssEemVwYA
r-VOl3Xvl--GjzkdvJ2Bd9Tg	REMINDED	r-78-wrz1VBsGf4ZkdQlx0gg
u-BUezGOiuNFE10oQn4uKS8Q	REMINDED	r-cEXiLygWu6NdZ0QsLzRSwQ
u-zuFF5CTsZkacie2X7RP-0A	FINISH	r-wIJ-mMuQTz3--mI2Iih1gw
u-olilkogLmuKWp00F_8Au3g	REMINDED	u-hrThx_nXKfdElLbpF-8V3g
u-2AjHNuVqJDR5B-hTsbqpWA	GETTING_FROM	u-TotJG9Wuji9m5m3KhLWajQ
r-Qd8d5hemMx88q0-qq-J5rA	GETTING_FROM	u-gJqr0dtJQHt6CAzcm-n8lQ
r-2I8ZHewqU8emBh0rb6p4LA	VISITED_ON	r-286WxNrQsUg32J9OJrxYBw
r-v3iBePMr1cUvWY7lKlQUHA	REMINDED	r-shS_iSXXb0ZVWCUZYMpjUA
Donut_Balls	VISITED_ON	u-tRmW0n2d_Q4c_TXqfUSINA
u-I8OgHOWhfyFsDPfC3YU3xw	REMEMBER_FROM	r-CmEo4lFkSh85UwZ_m7g8vQ
u--E8l8M-ukteuWVchiTQ2-A	FINISH	Kaju_Draksh
r-286WxNrQsUg32J9OJrxYBw	REMINDED	u-Y6ORRvlywg5fV7FSgUM5BA
u-jHFWHRV-ju7kws9V6SKYKA	FINISH	u-PKEzKWv_FktMm2mGPjwd0Q
u-BGBuZAbxvlJKhGGarck2sg	FINISH	Limited
u-h7jpFoGLgBtCUHpSt6QOrA	REMINDED	r-tdFzqHW8C0cePvf7ULPWhQ
u-dt9IHwfuZs9D9LOH7gjNew	VISITED_ON	r-LDlo6zndFbVUx0ukhMDx8Q
u-AOvL-UrNpwqxf9zBJ4mN_w	LOOKED_LIKE	u-Ri3cu8XTnyA83pyJrzTMvw
u-IgjjNyJt8l_SKcl0KPYgVA	DROVE_FROM	r-Nycqy6uMmmzkB4j-q9nNuw
r-Gg5w618t67xXxHMijuVUWg	GETTING_FROM	r-3TgtF4SvYdchMA39otX34w
u-m0uVfBkFiTbzg1GedPmBug	REMEMBER_FROM	u-6V2QVNLboiRQ5QRHyUDqjg
r-286WxNrQsUg32J9OJrxYBw	REMINDED	r-30yLnW4gFoObROm5oalHow
u-kmC8nIGdQeLUOBCgRDzS8g	REMINDED	r-sKgvMpYVQmxqlmGVaTlNLQ
Ambience	VISITED_ON	r-VOl3Xvl--GjzkdvJ2Bd9Tg
r-Ab-xp9t6s8k145-nZFE-SQ	GETTING_FROM	u-mRv0t_dmwWZzm0-gFBnRlA
r-SuLSMFVvTllJ6Xwrh5IuVA	DROVE_FROM	r-2T2WRcX3E-5eobRfu3_xuw
u-mjwoKtngWfP0SIdW1cFWcg	GETTING_FROM	u-AOvL-UrNpwqxf9zBJ4mN_w
r-rMlElxVn8D5ZYa6z6GSv6A	PICKED	r-Swt3PZMk0YrQOh5_8ilRxw
r-PnAjIB14uMwi7pNC_0R15Q	FINISH	r-xNGiNU-2YwyGBki4gmheZw
r-Vx23zI1lLGmkkpMW4wq_qg	DROVE_FROM	r-2T2WRcX3E-5eobRfu3_xuw
b-qcqDjeirxvdgW5kQVkEwSA	DROVE_FROM	r-4Q_7bhk_AHDBuGnzniosBA
u-ETaklAfYfOys6QOz_rJ5Yg	GETTING_FROM	u-pXZu2slCZS3BbFyG_UCG5Q
u-Ht14IxSbuoK_mHppKdmN0w	FINISH	u-Bcr4-lb_8MjVe4nD4KZ4XA
u-1mWIqaYBzZAoz9dElYm9dw	SERVED_ON	Dirty
u-XgmEAWKBxlQ3vetV5ZXeow	SERVED_ON	u-Kp41QyEY4z9q48VdRPtdEg
r-SuLSMFVvTllJ6Xwrh5IuVA	PICKED	u-nszzLIrhrbJRDNOX0W50Fw
r-VyAgI1HSq4tPh3_-g4AHlA	GETTING_FROM	Terrific
Chicken_Breast	GETTING_FROM	u-7jL3l2fLoMIYPCBqhByagw
r-kbiNzHdbrcAFwJSEAZt8Zw	FINISH	r-PiBRdF7qmA913bB_5hKmpQ
u-Mh4jTzW54-gQ-ZFNlN5-rg	REMEMBER_FROM	r-XWvhfP4HembBejC9dh1D_g
u-m5b84-nPPVNLlDtZyVGZ3w	FINISH	r-MQbx_JP_BJgARlsdKotFig
r-SjpNIUVJkFbMYwnYcUo46g	FINISH	r-ZEtfPtBP2CizSmXLDGs73A
Vada_Sambhar	SERVED_ON	r-rMlElxVn8D5ZYa6z6GSv6A
u-yw85-9lSB5H9jF8pBCA3XA	CHICKEN	r-Hb09_FIWLdMDpRBXeUHVuQ
r-DBso5CWwKjXsq11EiQlr_Q	FINISH	u-now_e3yg7nAq5vb4FXEcqQ
u-Uhe5eNNOrnmcvesspLnBDA	VISITED_ON	r-Q2eGO2M-T9JBGvPLpV1g-w
r-ao5bzKpASaKRnfnINQf01Q	FINISH	u-uQ8n0xWLk-heB9D4NmqQgA
u--LFUxu48rLMWmOVN2ANEdQ	GETTING_FROM	r-0-stf0NJOCI4SvVG86gqYQ
Payasam	REMINDED	u-Fs3Ci1JL9h5mYxRziVOBAQ
Veggie_Chow_Mein	CATAPULTS_TO	u-pmeGrUv6S22pf38FTRYCzg
r-0TBvI95T0EP6IeBVYOW7Cw	REMINDED	r-teMgfrP3Lx7QOAUNmc9FfA
r-LBMH067jwhB6opyW1rpauA	PICKED	u-mVvYiiWhZoVVhH_-Y-H85g
r-mnKzath8aeJxSGO3bKvK6Q	GETTING_FROM	u-h7jpFoGLgBtCUHpSt6QOrA
u-oG_IJIGuJXgIUvG7yaysig	REMEMBER_FROM	r-j5UMmH1ZrrS75Gikz2GhEQ
u-2K50D1mnCCO1sLcsABEQlw	PICKED	u-nszzLIrhrbJRDNOX0W50Fw
u-TotJG9Wuji9m5m3KhLWajQ	PICKED	u-n4DeNymCmaulmpoThjjEQg
u-XU4Lv1YHEY9tVTD9c8gttA	VISITED_ON	u-5SAuwOC7FX6dnlmgts_EoA
u-4OY8QfPV1LR3ggNN4P51OA	REMINDED	r-mzVNf7L0po4U65br5ij6QA
r-flKJA2Su_5UwYWHW3ScsPw	REMEMBER_FROM	u-FwgT_pZzsLCRPROEonT0fQ
u-_TcEFH5wuD34G_wkIFPVbA	CATAPULTS_TO	u-kmC8nIGdQeLUOBCgRDzS8g
u-mJBRmYWEs12js_wp1aOSHg	CATAPULTS_TO	u-3zdB0SSrXIDIgsrOmhdUtQ
u-ETaklAfYfOys6QOz_rJ5Yg	FINISH	Pavbhaji
u-mRv0t_dmwWZzm0-gFBnRlA	REMINDED	r-_F8-ewzmWurykJ1IN8hwJQ
u-EeN8Rnp5j5Hml2f8ZHRO1g	GETTING_FROM	u-jqp5BEMzEUIWTCt6pezS2Q
u-iDBDdG29pE0963TYM0q-qg	VISITED_ON	u-eeHkL577GLoekAV9TsTTkA
r-A4S42B1p0OSDkcRPxclT4w	GETTING_FROM	r-3TgtF4SvYdchMA39otX34w
r-JmaIRCVHRZZMkpacl6J2ng	LOOKED_LIKE	u-Ri3cu8XTnyA83pyJrzTMvw
r-JckCEB5nmwsYAe8_0lhtCA	PICKED	r--YrjHqIBv3iXtDP4Oho2-g
u-Ky-Ik9_KAfe_dc5B0EIrPQ	FINISH	r-8sx_Dcwf-pEHpcfVftIGWg
u-PtCnYJdVicJ1BOa6X14fZw	GETTING_FROM	r-wnHZKjrglm_65dFULTYNyg
r-wiVDNBQB7rfNmsw347fPrA	REMINDED	r-LvuOuzKRHUPoiSw31r0JGw
r-piPF8o4al2Wqx4HihT_uRQ	REMEMBER_FROM	Kingfish_Beer
Boneless_Lamb	REMEMBER_FROM	u-pIly-tywbcso8SXU8F65QA
Dal	FINISH	u-J1maxb_SF5z6uEpS86HMbA
u-eSqCqWxdazlz9KGlNC7g_g	REMINDED	Gobi
r-gQAp4vDr98pw_htkJoAhvg	SERVED_ON	Buffets
