subject,predicate,object
Naan_Nice,MENU_ATTR_FOR,b-BxkVct02QHybp54ATZgkUQ
u-U1vl4SQzO3wTAWlYVnSjnw,WRITE_REVIEW,r-LZDFHv3_M4c5ejC2QEJQnA
Food_Delicious,ASPECT_ATTR_FOR,b-UAXz2KC1aXpxzV-MLdXbmQ
u-dROrat3yrewNsL-GZSTpTA,WRITE_REVIEW,r-4pj132Q0iVvbMwcqksq4Ig
b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_REVIEW,r-S5IRpvLp1B77cHhu0bPIjw
u-q0oVp-26XuMGz0UapA-QZQ,RATE,b-ZNdV9ytExuxPTXSN8i2xhw
u-Igme2ZlmTqQeNoVPFhXJFQ,RATE,b-k9PfKE7KfztoMpOSx25UpA
u--d2daWmftYumOaYpbD5D8Q,VISIT,b-DxbdfvNYPCyiLJDDPJK3Tg
u-krE33Y_64V9cp75q5ddhWQ,WRITE_REVIEW,r-ezFEshJxJPAUsP64uYvSiQ
b-5eDg_Y2N6aU_k7tIxoFXTg,HAS_REVIEW,r-TLT708y0ZtuH2d6KDjU8xw
u-mVVfJBBJ8OvhHsxncB4OWw,WRITE_REVIEW,r-mYmhn3FOAadVoSWDj2oKmA
b-y4z0iQZWN4R2Fk8SiPQU5A,HAS_MENU,Crispy_Beef
Tempe-United_States,LOCATED_IN,United_States
u-apoKg6ff0kDjmkKTTpPKEA,VISIT,b-Pzs43Fkub-6A9hA1zqpF_w
u-lQeZwk1RkY0HYJifEVBxFA,RATE,b-idrN6XWKErG6nKDsEMNbOQ
b-pU7L-CQpl4syUwfEGAlb8g,HAS_MENU,Pizza
u-iBN9hKKylQYM4G9PmLIMGA,WRITE_REVIEW,r-v09ovWOfJd1g7O52K4QmBw
Butter_Chicken,IS,Butter_Chicken_Good
b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Food
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r--9jQvwMUKPcwtLqp6mul5g
u-g-N8YwilIyzfa97KjgLVPw,RATE,b-xYpAg60oZVbOtSYgrOKBgQ
u-_M1x55f8MEAIL8_Luon97Q,ORDER,Cauliflower
Chicken_Biryani_Tender,MENU_ATTR_FOR,b-OZwMMnRncrp7_uC-N3vV1Q
u-3p66LPQoaDIrA7fMoq9t8A,RATE,b-_PKXarw3GjlbwbXhjdpUMA
u-c8-5wsosujzxPt5LnxOOtw,VISIT,b-xSuR0FK8cHzBLXowCV3Pyw
Tandoori_Wings_Good,MENU_ATTR_FOR,b-BxkVct02QHybp54ATZgkUQ
b-geMa0_CtMOctkUhf_JXK9Q,HAS_MENU,Saag_Paneer
u-3n9g3tGFG9dCuQyWfO4RiQ,WRITE_REVIEW,r-qjbF4APi1GvVTkhm3g4Nvw
u-T7cNF1q6PSV5mOs4r2-rrA,RATE,b-CvOxwAhmwwy3sQRKYVAjGg
b-MgsOZpYSntKSCzNROiWgYQ,LOCATED_IN,Toronto-Canada
u-MZquAgNHt4ZATNiS0gx7yQ,VISIT,b-h-psPOmlY0mCOflb3S3rdQ
u-1DmRxcS9KgB2PKkMS3l44g,WRITE_REVIEW,r-dPn4OTimWoeYDwTwm1p7iQ
u-3kpoitFg-n7K3DtzSh-Y1A,VISIT,b-GC9Re0tKAnecMww3DB638g
u-X4QeMapHKYbT4g3mY3zVtQ,VISIT,b-BxkVct02QHybp54ATZgkUQ
u-1qz_GeNXPKT-e0mSdhtOhg,WRITE_REVIEW,r-g5iOYA19Xk4mPwumi2Fqpw
u-Or61vB9q9CnY0r4dmeOYXw,RATE,b-7xA6iSP0Ndn08tpBFQtUKA
u-n6E3RVIr4FunEV1IVpMfAw,RATE,b-pU7L-CQpl4syUwfEGAlb8g
u-9gX29q0kEr2L35YmCgz4pw,WRITE_REVIEW,r-HEB-Br3WkDOCQRTYBzyr6g
b-f6T2YaTfGoSyQV-l4jzrjw,HAS_REVIEW,r-LgJ1u6HlQFW6qrhqMxZVBA
Sauce,IS,Sauce_Tasty
u-MyFtpeGsV4z3zvFBnfGIvw,WRITE_REVIEW,r-WUEbphPebULmf63rJR1DLA
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_REVIEW,r-ksVthk8yfpLSD4I7xoEsrw
u-kXufUeBbx4fZDXYRrG0uoA,WRITE_REVIEW,r-e0mreApPES6unZwxmnspBQ
u-vuwSLU49A-NgW9S5uAvJxw,WRITE_REVIEW,r-ul01Q-9qF7RET-8KFwzi2A
b-rYziPPEILDXJ_F5uKR--YQ,HAS_ASPECT,Service
u-4lvyTtfuz4a1NuOwH22jMA,RATE,b-8PZGCtgG5MZKvz9i3B9gCA
u-W1pBNUkuskuLM373nQJ0-g,WRITE_REVIEW,r-U_SOUVsvuXKRbEeveyVdLA
b-W_9ophRRWO924hn1S-y2Hg,HAS_REVIEW,r-mOeYIEgtp41yeADjFZGPKQ
b-ZNdV9ytExuxPTXSN8i2xhw,HAS_MENU,Paratha
Decor_Friendly,ASPECT_ATTR_FOR,b-hubbaEcYPYEZu5Ziz6i0lw
b-ICUCAzUZFiWkYs7iCtNCQg,HAS_MENU,Chicken_Tikka_Masala
Garlic_Naan,IS,Garlic_Naan_Great
b-P4h8kgy_48oE9vCHJc4BCQ,HAS_MENU,Chicken
b-p-J9iJgeHmPGk2jFAM0WnA,HAS_REVIEW,r-dpqSOsthzqVIH64H-kd1Ag
u-0x06Uz53mB1MMUlG27B2tg,WRITE_REVIEW,r-Ffh-VI2ylOZ5zgryD9mWcQ
Calgary-Canada,LOCATED_IN,Canada
u-pi5q-tDs3_dP6p2FXI9lpg,RATE,b-35KvoWbA3kEsdckaWqG3OA
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_ASPECT,Food
Food_Great,ASPECT_ATTR_FOR,b-TAnzFr9NixvCbvUdJMWL5Q
u-T1q-4gXtDivFbGrBfW2K8w,VISIT,b-0zTLMQOZhiCp9GFtegiFsw
b-TAnzFr9NixvCbvUdJMWL5Q,HAS_REVIEW,r-gxqRuZltwMbtLQEMJ-tDYw
b-8PZGCtgG5MZKvz9i3B9gCA,HAS_MENU,Bread
u-O11tw0DcEqxYmismRwaFoQ,RATE,b-GC9Re0tKAnecMww3DB638g
Food_Tasty,ASPECT_ATTR_FOR,b-pU7L-CQpl4syUwfEGAlb8g
b-P4zWgzYzy03D9LeDTpKuDg,HAS_REVIEW,r-JyKlvA9m58IztnPl9D0ziA
b-j9YFHVQqxM_qKHIc4nck-A,HAS_ASPECT,Customer_Service
u-2mKI7s51PD-W5t8CrCRjNA,VISIT,b-3wJ4kJsJhayyfJ30HsS04g
b-scM6rLQqoz5dEIgwz_JFsg,IS,Clean
b-DeI4KqEeWy0cTdh7Wy5_RA,HAS_REVIEW,r-towc6gCCj4zoT9caCYj5ew
b-V_jIfMz9Z7a5mthleRq0_w,HAS_ASPECT,Food
u-gCp21sfvL6HnQOvapeV7sw,WRITE_REVIEW,r-mbFHJa2jnjTxT0kIZjU6zA
u-sx3pDgr-_DCEWqWUX_0jNg,VISIT,b-ZJ0gQp0fcnIDiZv0m9--Gg
Price_Fair,ASPECT_ATTR_FOR,b-sUGlSS0AF2xPYFEjvKJbSA
u-xyHU7n4HtQ9ImkK2GpkE_g,RATE,b-YywWkWX235ZurTWSLqNPog
b-5VOqWjRXUPc7b1A_NSI9mQ,HAS_MENU,Chicken
Food_Excellent,ASPECT_ATTR_FOR,b-ZNdV9ytExuxPTXSN8i2xhw
u-3Uv0dGI2IXJb2OUj8R2GJA,WRITE_REVIEW,r-lnyXTjYNpMQhQjUbtij8fw
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r-PrlnnZY5KAPT1wkbnRrqGg
b-P4zWgzYzy03D9LeDTpKuDg,HAS_REVIEW,r-zIztvhr73XI97q8AglvA2A
b-sUGlSS0AF2xPYFEjvKJbSA,HAS_MENU,Vegetable_Curry
Service_Great,ASPECT_ATTR_FOR,b-BxkVct02QHybp54ATZgkUQ
b-dg4EMyM1feTEWfLPSbunrg,HAS_CATEGORY,Buffets
u-K1gB4QXJe--Gh1rw4TjGWg,VISIT,b-De8Z9rLZOmf-icp3gDxCZA
u-BSu2hEtBYvtADAEKiQrmiQ,WRITE_REVIEW,r--klUXTBlNms5DOP2oOfvkQ
u-4McoAuXDYZSRmHgDnWsOzQ,RATE,b-COfzp0tze_F8N13zn40zzg
u-My4lpj7jhMnyajhRo5EiOg,RATE,b-xYpAg60oZVbOtSYgrOKBgQ
b-xSuR0FK8cHzBLXowCV3Pyw,HAS_MENU,Samosa
u-MQq_1AlcDWsyNs7Ot8J4OQ,VISIT,b-geMa0_CtMOctkUhf_JXK9Q
b-35KvoWbA3kEsdckaWqG3OA,HAS_MENU,Goat_Pepper_Fry
u-R8RCv81QBJZfaHDLxdHOlw,WRITE_REVIEW,r-CVOdI7Kn6Ul8aGafn8EO_A
u-fqJmWGfJy19cEynxRSGo4Q,HAS_FRIEND,u-fi38ETFUNBBndrkKqLqUtA
Service_Great,ASPECT_ATTR_FOR,b-BxkVct02QHybp54ATZgkUQ
u-GkKUrtJFY6wCBkoprbN5gA,WRITE_REVIEW,r-VYGP0-OYd8t-DtIxDSVrlQ
u-fuRYHgdMpiI9Gh6wtO6eEA,WRITE_REVIEW,r--iiXEgOSix2bk2AaBLHlhg
Dinner,IS,Delicious
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r-Q2eGO2M-T9JBGvPLpV1g-w
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_MENU,Bread
b-DJuQgsoj-qmU0i5iTAa4aA,HAS_MENU,Fish_Curry
b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_MENU,Dum_Parda_Biryani
u-SfPABnVQF13kQHZRbOVY_g,VISIT,b-S4qUsi44l5D9BbUCkhwQEA
u-Vx_JbcqF773BIShr_Ux2Hw,WRITE_REVIEW,r-go-WbT8-lniKhimOvWQK3Q
u-Wijpg5rI__kbZlb6sXt9Bg,RATE,b-7xA6iSP0Ndn08tpBFQtUKA
u-xrQfAODL0j9WZPCNVI_uXg,WRITE_REVIEW,r-uj_BGNtEx1rzjKVR5kAojg
b-XvuUYiJYAAiNC4AmdbBZ8g,HAS_REVIEW,r-bcsvpVhT4c_ZQ50sifGAgg
u-s2Od8Ty8glS4jHyLNGHgDQ,VISIT,b-CB99Ifh4OnBTnuNdRjj_fQ
u-kPhhm_zcIsNYYtQthLX92g,ORDER,Chicken_Tikka_Masala
u-9TYp9WZYgOmDV9gU3-vHOg,VISIT,b-y4z0iQZWN4R2Fk8SiPQU5A
Kebab_Karahi_Good,MENU_ATTR_FOR,b-eRZuxjnaMviiVyvhejwTBQ
Palak_Paneer,IS,Palak_Paneer_Good
u-TzU30D-CjtPP3XumggK0Mg,RATE,b-xA6L2w_TlbxHubb1xeBE8w
u-GY76ebPi56ztlNcwYO70gg,VISIT,b-Q8uwArm4h8bhsqxw84Gd8w
u-tB5TYqLSZBSIY2RlEOMkPQ,WRITE_REVIEW,r-toR9qqGdKo0VgNNPEbgokQ
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Paneer
u-zKDhAWpCZRJB5r3Nwp96HA,VISIT,b-ZNdV9ytExuxPTXSN8i2xhw
u-zcM8eIIADgLklgkmphadlg,VISIT,b-c4qE3ygdEQUD9dZjganavA
u-SfPABnVQF13kQHZRbOVY_g,RATE,b-S4qUsi44l5D9BbUCkhwQEA
Service,IS,Service_Slow
Butter_Chicken_Sweet,MENU_ATTR_FOR,b-OZwMMnRncrp7_uC-N3vV1Q
Lamb_Curry_Delicious,MENU_ATTR_FOR,b-sUGlSS0AF2xPYFEjvKJbSA
b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_MENU,Soma_Grill
Potato_Nice,MENU_ATTR_FOR,b-h-psPOmlY0mCOflb3S3rdQ
u-nQx-XAKpeFcrxN8TOJd5jA,RATE,b-pU7L-CQpl4syUwfEGAlb8g
b-scM6rLQqoz5dEIgwz_JFsg,HAS_MENU,Mango_Lassi
u-P_U0iA3axKQ-K4qTCs-Hkw,VISIT,b-TAnzFr9NixvCbvUdJMWL5Q
Staff,IS,Staff_Friendly
b-MgsOZpYSntKSCzNROiWgYQ,HAS_ASPECT,Menu
u-JdxXRU7NISZmjKfdwwM8VQ,RATE,b-0zTLMQOZhiCp9GFtegiFsw
u-tzdz5CN4ss0Ipogkp3Eiyw,WRITE_REVIEW,r-S6TuPGVuj7goBp_AB7wMOw
b-CB99Ifh4OnBTnuNdRjj_fQ,LOCATED_IN,Matthews-United_States
b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_REVIEW,r-TCjOnOepk9KNXlPMHI9BLA
u-dFRwBvNeQ1MIq4jC_5tx8A,WRITE_REVIEW,r-nMT5ho0ee5-Duk9GKyBEDg
b-LZWXP-D4YPlzsFjVx6b9XA,HAS_REVIEW,r-yPKxNT3Pzd177yK1MRXb3Q
u-yzUXuSyKNJcHpoPBcjjQIw,ORDER,Kebab
u-gyS1Ef3KamhVeyFhk4nqeQ,WRITE_REVIEW,r-n5SfVUQ32nlu-mi7oS1t-A
Food,IS,Food_Phenomenal
b-MgsOZpYSntKSCzNROiWgYQ,HAS_REVIEW,r-8cGowsFDaByqEzySB1ndUA
Raita,IS,Raita_Fine
Biryani_Amazing,MENU_ATTR_FOR,b-scM6rLQqoz5dEIgwz_JFsg
b-DeI4KqEeWy0cTdh7Wy5_RA,HAS_REVIEW,r-nJZVgKGWrnWcZcD06YeHgw
u-Eee76zaB-AvJyKdIU7LwOQ,RATE,b-0cf-w9PK5gLkBkitL3bdqw
b-ZDx7kt4aOPTlmYTqXDrTGA,IS,Good
u-Ex_dhn0qRooXeUiVAYihcQ,WRITE_REVIEW,r-DFrnCkTf5JmD8LPj9Rf1eQ
b-35KvoWbA3kEsdckaWqG3OA,HAS_REVIEW,r-af-JgPg3ifnI1fJzjsYPbw
b-j4ytRzcmtU4cLMBrhY7jMA,HAS_MENU,Sambar
u-4jS_QEA1yOHaNvKPauqHbg,WRITE_REVIEW,r-BS4peI2LBNVbWknQcpt0vA
Service,IS,Service_Attentive
u-RIbetEfjGK5ScINQlIsrbw,VISIT,b-BoiAZQB9AHRvazM055GFOw
b-7xA6iSP0Ndn08tpBFQtUKA,HAS_ASPECT,Food
Tea_Exquisite,MENU_ATTR_FOR,b-Pzs43Fkub-6A9hA1zqpF_w
Food,IS,Food_Good
u-rDdYOC8J1au2-fmV0cxOTQ,RATE,b-j4ytRzcmtU4cLMBrhY7jMA
Food,IS,Food_Delicious
u-vfQMFkLHSAQyYcjBQokAtQ,VISIT,b-7xA6iSP0Ndn08tpBFQtUKA
u-6ZUqLWRcu1ZuhUyZK1REgA,WRITE_REVIEW,r-P5meSCQpW-C37MR3nHHYFQ
u-CgaxrZFHnfdXT8goelBTaA,RATE,b-scM6rLQqoz5dEIgwz_JFsg
Decor_Decent,ASPECT_ATTR_FOR,b-UaMq3DUhtkoZ5WCEQm2T9g
u-ECOs16xO8O-09n8MsXvKGQ,RATE,b-35KvoWbA3kEsdckaWqG3OA
Raita_Fine,MENU_ATTR_FOR,b-TAnzFr9NixvCbvUdJMWL5Q
Service,IS,Service_Attentive
u-8q4qgrHmNn2OHLb8g3nHGQ,VISIT,b-j4ytRzcmtU4cLMBrhY7jMA
Service_Friendly,ASPECT_ATTR_FOR,b-3frFidAcPVYAFB2RxxkIdA
u-v-R38AMN2ZZgr_iszlgc_Q,VISIT,b-MMOEaEcq-bsg_RYWHSC4_g
b-Pzs43Fkub-6A9hA1zqpF_w,HAS_ASPECT,Delivery
Service,IS,Service_Fast
Delivery_Timely,ASPECT_ATTR_FOR,b-ZJ0gQp0fcnIDiZv0m9--Gg
u-vtWKvTZ1Rv-wk7JzVQ5oAA,WRITE_REVIEW,r-SHPSkTXexHJIgfOJoWhYxw
u-tuDcXNqAks4oFPwPoQrkxg,VISIT,b-MMOEaEcq-bsg_RYWHSC4_g
Chicken,IS,Chicken_Good
u-x8GuHHp7EJylrrq9HqL0fA,VISIT,b-scM6rLQqoz5dEIgwz_JFsg
u-_gYppkabnCNKx2a699-_Nw,RATE,b-35KvoWbA3kEsdckaWqG3OA
u-xM9pDcxqR-tUvAYWPG_zvA,VISIT,b--p-CuUMzN0HQz9OCQ8SZOA
Price_High,ASPECT_ATTR_FOR,b-gA4bnK91phT5FTzG4ki3Dw
u-ZZimZSy0xo1orxXlqWPtIg,RATE,b-hubbaEcYPYEZu5Ziz6i0lw
b-7xA6iSP0Ndn08tpBFQtUKA,HAS_REVIEW,r-Q8CaUBxeLxOcVUGsp4vgUQ
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_REVIEW,r-IPeQmjqwdeyrUHAHXOConw
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-BH7Sf8XdwpFyD0tkfiHwtA
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-X2n0yRy-Y13ZSQus13QYNg
u-L3IOg58UitWzFctBsqq9Qg,VISIT,b-vCx6uieEF0W0mKFK4sT3Yg
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_REVIEW,r-ECcZ-t5gkS-gPlM7IazbMw
Fish_Biryani,IS,Fish_Biryani_Good
b-gA4bnK91phT5FTzG4ki3Dw,HAS_ASPECT,Menu
u-rZwfucC2U81hGAGSceL5ew,RATE,b-eRZuxjnaMviiVyvhejwTBQ
b-ZNdV9ytExuxPTXSN8i2xhw,HAS_MENU,Cheese
u-hJYxiQ3hTg5j3l0HwezI9w,VISIT,b-7xA6iSP0Ndn08tpBFQtUKA
Afraid,MENU_ATTR_FOR,b-XvuUYiJYAAiNC4AmdbBZ8g
Mantra_Mixed_Grill_Good,MENU_ATTR_FOR,b-hubbaEcYPYEZu5Ziz6i0lw
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_REVIEW,r-H9AyWkZqZvRl92ARkY5Uiw
u-Lx-4cXc-7UKPtLBw8v_Krg,WRITE_REVIEW,r-DlrqFo8Mzp3yrLVROy5HrQ
u-_q-eT5lHrotEzJtsCsEuag,VISIT,b-gw0ZS5b5RP3Lzr1BoCbALg
u-iRQ_YKpCBdaCwvc2X8_3NQ,VISIT,b-BxkVct02QHybp54ATZgkUQ
u-YfHqK8FFv4tnKlLffvdYdw,WRITE_REVIEW,r-x1SfZiFeBFVqBj_IQc_iaA
Music,IS,Music_Fantastic
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_MENU,Naan
b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_REVIEW,r-vljzfomd7jldxQMCQXnD9A
Sauce_Flavourful,MENU_ATTR_FOR,b-MgsOZpYSntKSCzNROiWgYQ
Taste,IS,Taste_Terrible
Food,IS,Food_Delicious
b-TAnzFr9NixvCbvUdJMWL5Q,HAS_REVIEW,r-6JaIll-WZRFygmPAbpqT3Q
b-vCx6uieEF0W0mKFK4sT3Yg,HAS_REVIEW,r-jUhxloDdjiMMe5k2J-YX_w
Paav_Bhaji_Great,MENU_ATTR_FOR,b-jb0-JZMt-6Khsh-VwsDtLQ
u-Vd6N3Dc9rtho-hOspaKQSg,VISIT,b-DKqhCd3Vwl3CEo8vUHhLYg
u-_M1x55f8MEAIL8_Luon97Q,VISIT,b-NHDdAZJqS3cf_K6HYxoQ9w
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_REVIEW,r-Cf8ctFV-Me21rrYUe0xndg
u-pn_flI3EBNugBEYFp9okxQ,RATE,b-0Hy2VE9tqTo4QbovMz3xrQ
Shrimp,IS,Fresh
u-SCqi8N3vP4qIcF5ezzWzzQ,RATE,b-ZNdV9ytExuxPTXSN8i2xhw
u-AtErjfpYekcKohqnmdGjlA,ORDER,Chicken_Chettinad
b-5VOqWjRXUPc7b1A_NSI9mQ,HAS_REVIEW,r-bZntkVIh4u90nj1qWBVLRQ
u-7hR-v0xxQaClIDrqxgjjvA,ORDER,Navratan_Korma
u-Eypq5gLLjCapBVVnMw_MyA,VISIT,b-rYziPPEILDXJ_F5uKR--YQ
u-3YAsLpbykHxYKunBpIjGNQ,VISIT,b-hubbaEcYPYEZu5Ziz6i0lw
u-Pea4YrG0ZfWC9tVcZUFoiw,RATE,b-yy_FhzQCeLreV21OBccPAg
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_MENU,Pao_Bhaji
Service,IS,Service_Attentive
u-KakQUoJZlE9EMDRlznLxJg,ORDER,Tandoori
b-gA4bnK91phT5FTzG4ki3Dw,HAS_MENU,Somosas
u-vg0xfP02tul2MMl6q4Rj0w,ORDER,Salmon
u-wffnrXJoLppOlvNOZKU70A,VISIT,b-COfzp0tze_F8N13zn40zzg
u-MppzipH-1g7jrN-WWDhYfQ,VISIT,b-Dd1w7xR7Xs3bthwusgy33Q
b-gXLiBVCHIqoPEw2CaP3QmQ,IS,Good
u-8FYeHPf7b-itXR5zJqgjCw,WRITE_REVIEW,r-aexmY2IPK-JeG4FJxlZC3Q
Cupcake,IS,Delicious
u-wXNQa8Er2PoumGvUotdeRg,VISIT,b-ZNdV9ytExuxPTXSN8i2xhw
u-sO0xhNh8Uc2JOnAHzx961w,VISIT,b-qcqDjeirxvdgW5kQVkEwSA
u-qHoOMAr0WVDvYqjbzpu8tQ,WRITE_REVIEW,r-nka90AUGVKkcifWT1qExEg
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_REVIEW,r-UnxBaP4x5p6EFwCEwfF7Sw
u-BqfuGe5WArDlecdotCE7WA,RATE,b-LwXo16VrGPhhOWc_Wj7ifw
Rice,IS,Rice_Plentiful
u-cXQyz5jyV0ANMxMY9QILJA,RATE,b-vZu3xxlMQSqFngDgdFLfXg
u-Uaqawx2iD0mT5YP_akJrJw,VISIT,b-mOsKIonnlHllP9gfbXdgnQ
b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_ASPECT,Staff
u-sevuUDFe6hw9Xy5QcyzQFw,ORDER,Biryani
u-Yk3G57N4a3-k8edIKESrrA,WRITE_REVIEW,r-cxVDXevGsxnwbdtnD0n5dg
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_REVIEW,r-T808ZCvmtD6AxM3-mRtuyQ
u-lfOS1l9Y8RWH-DUhJuhSaQ,WRITE_REVIEW,r-MIK-ZAY7gi_lAeq_Xc18Nw
b-qcqDjeirxvdgW5kQVkEwSA,HAS_REVIEW,r-h8NSk-Ia9JhJxEpY2EdTwg
b-DeI4KqEeWy0cTdh7Wy5_RA,HAS_ASPECT,Food
u-QdLc74qpa5sXJOfgb0FthQ,VISIT,b-RE4qn28MEiDrM1PbdYVgxA
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_REVIEW,r-nT33SMDeKf5SqyBxnpxigQ
u-UKFmZk27b7sAeobbtNW_eA,WRITE_REVIEW,r-xQcdutd_2rcQgS7ML-wuqw
Paneer,IS,Paneer_Flavourful
u-jxr4c-TH10Rgz3IqG6rgPQ,RATE,b-_X0M7EMx475KZSX9wAsmgg
u-sgh9YX4FZ8fcYxytnAol-w,VISIT,b-OZwMMnRncrp7_uC-N3vV1Q
b-scM6rLQqoz5dEIgwz_JFsg,HAS_ASPECT,Service
u-UViJSzX9sFngutKAuEJbog,RATE,b-y4z0iQZWN4R2Fk8SiPQU5A
b-Q8uwArm4h8bhsqxw84Gd8w,HAS_REVIEW,r-ToJ33ZwBf4rv2Uo4zUo4Bg
b-kG0N5urz2lkPEBDPjqFR3w,HAS_REVIEW,r-py_5cXPyVwby_36xLCWi5g
u-Z2dm8tS48n2jM8adDiLwiA,VISIT,b-5eDg_Y2N6aU_k7tIxoFXTg
u-5wRmF-iwnwDOYLuwVuJcZQ,WRITE_REVIEW,r-uz0CSq0eihStIUjoAqcO8g
u-H3I-I_FtzVkGBfTbOSNI7A,RATE,b-Ksk5cLav4OtbUtpRGp5b4g
u-xIT07OmaktG4TL-TDJis6A,VISIT,b-qcqDjeirxvdgW5kQVkEwSA
b-sUGlSS0AF2xPYFEjvKJbSA,HAS_ASPECT,Price
u-gZUVSBm-BWntWeQTYH04UQ,VISIT,b-Dd1w7xR7Xs3bthwusgy33Q
Biryani,IS,Good
Lamb_Biryani_Tasty,MENU_ATTR_FOR,b-DKqhCd3Vwl3CEo8vUHhLYg
b-0zTLMQOZhiCp9GFtegiFsw,HAS_REVIEW,r-ZOh7nPbrlBZDX6Y-uhQEtw
u-1zoenxehqs5enWxtcRfXyg,VISIT,b-tIXpNWE6R1yadAThbSefHw
Tea,IS,Tea_Exquisite
Food,IS,Food_Delicious
u-Ywq-0nNsdR7byGWgfi4XxQ,ORDER,Basmati_Rice
b-AZKhBlrI5vgTBm3j9WwnbA,HAS_MENU,Chicken
Butter_Chicken,IS,Good
Naan_Great,MENU_ATTR_FOR,b-0Hy2VE9tqTo4QbovMz3xrQ
Good,MENU_ATTR_FOR,b-De8Z9rLZOmf-icp3gDxCZA
b-De8Z9rLZOmf-icp3gDxCZA,HAS_MENU,Mutton_Dish
u-_5e8UDi5s5I9AS9DVB5JgQ,RATE,b-7vgWonwfqRt9pxR1c00Ulw
Food,IS,Food_Great
b-h-psPOmlY0mCOflb3S3rdQ,HAS_REVIEW,r-1cEDklDRRluEmKBwrSzTrQ
u-bQEgLSrldvu55QC8FFF2EQ,LOVE,Needle
Staff_Friendly,ASPECT_ATTR_FOR,b-oX6y1Jm1jYLoWifmIrtaSQ
u-7AfWT4MSndGxYvrVhNkGJA,VISIT,b-De8Z9rLZOmf-icp3gDxCZA
b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_MENU,Madras
u-SS0EYY31LPBnmvrfRxDRJA,VISIT,b-Ksk5cLav4OtbUtpRGp5b4g
u-fi38ETFUNBBndrkKqLqUtA,VISIT,b-gA4bnK91phT5FTzG4ki3Dw
b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_REVIEW,r-JckCEB5nmwsYAe8_0lhtCA
b-yy_FhzQCeLreV21OBccPAg,IS,Hard
u-3D7Ie-Rmmhn1RzFrVieRZg,RATE,b-bO_JX-lDo5D5JGZhK5Ly3A
u-jlMfpKtkqXn_cLgylIrMeA,RATE,b-TTCZkfxt0GW8YUzdVe0PrA
b-ZJ0gQp0fcnIDiZv0m9--Gg,HAS_MENU,Chicken
u-fn7gU92_4FWDMcZZMgXN_w,VISIT,b-jb0-JZMt-6Khsh-VwsDtLQ
u-hHqH_E9FCI_B6WubV0jPYA,WRITE_REVIEW,r-0_cYDjLIr_dVC6T5fvd3Tg
u-71tacONUReSQ1tv2Edz4OQ,WRITE_REVIEW,r-UlyZEhpYQ0ZJzFBQ1xnoKQ
u-Vx_JbcqF773BIShr_Ux2Hw,VISIT,b-BxkVct02QHybp54ATZgkUQ
u-s-QuErK1oRlAzT5qnO6FOQ,VISIT,b-qcqDjeirxvdgW5kQVkEwSA
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_ASPECT,Service
Food_Good,ASPECT_ATTR_FOR,b-_X0M7EMx475KZSX9wAsmgg
b-5eDg_Y2N6aU_k7tIxoFXTg,HAS_MENU,Makhani_Daal
u-7m1SEMQ0hIIY7YcuuclEHA,RATE,b-TAnzFr9NixvCbvUdJMWL5Q
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_REVIEW,r-LvuOuzKRHUPoiSw31r0JGw
u-tsIYfjjy4ds3ImlnJ1PHdw,WRITE_REVIEW,r-Ix7wvjR3billhswq9LubZQ
u-5DqsNskQSkRYvXXVEpg6Mw,VISIT,b-DeI4KqEeWy0cTdh7Wy5_RA
u-K4OcWrU4gcirSqATZ99nKg,ORDER,Dessert
Sauce_Rich,MENU_ATTR_FOR,b-MMOEaEcq-bsg_RYWHSC4_g
Mantra_Masala,IS,Great
Service_Great,ASPECT_ATTR_FOR,b-LZWXP-D4YPlzsFjVx6b9XA
